Location, Size, Price, Mortgage (Monthly), , , Listing Link
779 Fairview Ave Brooklawn/ St. Vincent's  Bridgeport  CT,1 441 sqft,$379000,1869,,,https://www.trulia.com/p/ct/bridgeport/779-fairview-ave-bridgeport-ct-06606--2005439126
1266 Park Ave Hollow  Bridgeport  CT,2 922 sqft,$379999,1873,,,https://www.trulia.com/p/ct/bridgeport/1266-park-ave-bridgeport-ct-06604--2005413259
48 Benham Ave West Side/ West End  Bridgeport  CT,3 657 sqft,$379900,1873,,,https://www.trulia.com/p/ct/bridgeport/48-benham-ave-bridgeport-ct-06605--2005423621
125 Park St Bridgeport  CT,3 071 sqft,$380000,1874,,,https://www.trulia.com/p/ct/bridgeport/125-park-st-bridgeport-ct-06608--2005443636
219 Orchard St Bridgeport  CT,3 439 sqft,$384900,1896,,,https://www.trulia.com/p/ct/bridgeport/219-orchard-st-bridgeport-ct-06608--2005444136
38 York St Bridgeport  CT,2 809 sqft,$385000,1898,,,https://www.trulia.com/p/ct/bridgeport/38-york-st-bridgeport-ct-06610--2005450413
839 Westfield Ave Brooklawn/ St. Vincent's  Bridgeport  CT,2 179 sqft,$389000,1916,,,https://www.trulia.com/p/ct/bridgeport/839-westfield-ave-bridgeport-ct-06606--2005439576
71 Hazelwood Ave West Side/ West End  Bridgeport  CT,2 686 sqft,$389000,1916,,,https://www.trulia.com/p/ct/bridgeport/71-hazelwood-ave-bridgeport-ct-06605--2005424491
71 Hazelwood Ave West Side/ West End  Bridgeport  CT,2 686 sqft,$389000,1916,,,https://www.trulia.com/p/ct/bridgeport/71-hazelwood-ave-bridgeport-ct-06605--2005424491
422 High Ridge Dr Brooklawn/ St. Vincent's  Bridgeport  CT,1 900 sqft,$389900,1921,,,https://www.trulia.com/p/ct/bridgeport/422-high-ridge-dr-bridgeport-ct-06606--2005435265
954 Kossuth St Bridgeport  CT,3 903 sqft,$390000,1921,,,https://www.trulia.com/p/ct/bridgeport/954-kossuth-st-bridgeport-ct-06608--2005446128
168 Beechwood Ave West Side/ West End  Bridgeport  CT,2 874 sqft,$389900,1921,,,https://www.trulia.com/p/ct/bridgeport/168-beechwood-ave-bridgeport-ct-06604--2005414214
205 Eaton St Brooklawn/ St. Vincent's  Bridgeport  CT,3 250 sqft,$390000,1921,,,https://www.trulia.com/p/ct/bridgeport/205-eaton-st-bridgeport-ct-06604--2005414771
314 Midland St Black Rock  Bridgeport  CT,1 459 sqft,$395000,1945,,,https://www.trulia.com/p/ct/bridgeport/314-midland-st-bridgeport-ct-06605--1004254041
68 Amsterdam Ave Brooklawn/ St. Vincent's  Bridgeport  CT,2 123 sqft,$394900,1945,,,https://www.trulia.com/p/ct/bridgeport/68-amsterdam-ave-bridgeport-ct-06606--2005438313
136 Benham Ave West Side/ West End  Bridgeport  CT,3 284 sqft,$398618,1962,,,https://www.trulia.com/p/ct/bridgeport/136-benham-ave-bridgeport-ct-06605--2005420680
136 Benham Ave West Side/ West End  Bridgeport  CT,3 284 sqft,$398618,1962,,,https://www.trulia.com/p/ct/bridgeport/136-benham-ave-bridgeport-ct-06605--2005420680
367 Bishop Ave East End  Bridgeport  CT,2 880 sqft,$399000,1964,,,https://www.trulia.com/p/ct/bridgeport/367-bishop-ave-bridgeport-ct-06610--2005450241
223 Hawley Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 275 sqft,$399000,1964,,,https://www.trulia.com/p/ct/bridgeport/223-hawley-ave-bridgeport-ct-06606--2005430479
367 Bishop Ave East End  Bridgeport  CT,2 880 sqft,$399000,1964,,,https://www.trulia.com/p/ct/bridgeport/367-bishop-ave-bridgeport-ct-06610--2005450241
70 Hawthorne St Bridgeport  CT,3 984 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/70-hawthorne-st-bridgeport-ct-06610--2005451769
92 Harmony St North End  Bridgeport  CT,1 805 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/92-harmony-st-bridgeport-ct-06606--2005440162
755 Ogden St Bridgeport  CT,4 659 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/755-ogden-st-bridgeport-ct-06608--2005445798
2455 North Ave #1 Brooklawn/ St. Vincent's  Bridgeport  CT,3 482 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/2455-north-ave-1-bridgeport-ct-06604--2541905417
231 Hough Ave Bridgeport  CT,2 414 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/231-hough-ave-bridgeport-ct-06608--2005444196
2455 North Ave #1 Brooklawn/ St. Vincent's  Bridgeport  CT,3 482 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/2455-north-ave-1-bridgeport-ct-06604--2541905417
161 Brion Dr Fairfield  CT,1 664 sqft,$400000,1968,,,https://www.trulia.com/p/ct/fairfield/161-brion-dr-fairfield-ct-06825--2005686264
1170 Park Ave Hollow  Bridgeport  CT,3 221 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/1170-park-ave-bridgeport-ct-06604--2005413030
70 Hawthorne St Bridgeport  CT,3 984 sqft,$399900,1968,,,https://www.trulia.com/p/ct/bridgeport/70-hawthorne-st-bridgeport-ct-06610--2005451769
30 Laurel Ct West Side/ West End  Bridgeport  CT,7 644 sqft,$405000,1992,,,https://www.trulia.com/p/ct/bridgeport/30-laurel-ct-bridgeport-ct-06605--2005422553
187 Greenfield Dr Brooklawn/ St. Vincent's  Bridgeport  CT,1 506 sqft,$405000,1992,,,https://www.trulia.com/p/ct/bridgeport/187-greenfield-dr-bridgeport-ct-06606--2005429377
187 Greenfield Dr Brooklawn/ St. Vincent's  Bridgeport  CT,1 506 sqft,$405000,1992,,,https://www.trulia.com/p/ct/bridgeport/187-greenfield-dr-bridgeport-ct-06606--2005429377
519 Laurel Ave West Side/ West End  Bridgeport  CT,4 587 sqft,$409000,2011,,,https://www.trulia.com/p/ct/bridgeport/519-laurel-ave-bridgeport-ct-06605--1006346129
175 Val Dr Stratford  CT,2 720 sqft,$409000,2011,,,https://www.trulia.com/p/ct/stratford/175-val-dr-stratford-ct-06614--2005473682
519 Laurel Ave West Side/ West End  Bridgeport  CT,4 587 sqft,$409000,2011,,,https://www.trulia.com/p/ct/bridgeport/519-laurel-ave-bridgeport-ct-06605--1006346129
37 Derby Pl Stratford  CT,2 246 sqft,$410000,2015,,,https://www.trulia.com/p/ct/stratford/37-derby-pl-stratford-ct-06614--2005478291
195 Lakeside Dr North End  Bridgeport  CT,1 456 sqft,$410000,2030,,,https://www.trulia.com/p/ct/bridgeport/195-lakeside-dr-bridgeport-ct-06606--1061810253
95 Wilson St Black Rock  Bridgeport  CT,2 354 sqft,$415000,2039,,,https://www.trulia.com/p/ct/bridgeport/95-wilson-st-bridgeport-ct-06605--1002146295
319 Horace St Bridgeport  CT,2 401 sqft,$419500,2061,,,https://www.trulia.com/p/ct/bridgeport/319-horace-st-bridgeport-ct-06610--2005449808
460 Woodlawn Avenue Ext Resevoir  Bridgeport  CT,2 000 sqft,$419900,2062,,,https://www.trulia.com/p/ct/bridgeport/460-woodlawn-avenue-ext-bridgeport-ct-06606--2005435851
460 Woodlawn Avenue Ext Resevoir  Bridgeport  CT,2 000 sqft,$419900,2062,,,https://www.trulia.com/p/ct/bridgeport/460-woodlawn-avenue-ext-bridgeport-ct-06606--2005435851
601 Wood Ave West Side/ West End  Bridgeport  CT,3 537 sqft,$419900,2062,,,https://www.trulia.com/p/ct/bridgeport/601-wood-ave-bridgeport-ct-06604--2005418439
601 Wood Ave West Side/ West End  Bridgeport  CT,3 537 sqft,$419900,2062,,,https://www.trulia.com/p/ct/bridgeport/601-wood-ave-bridgeport-ct-06604--2005418439
460 Woodlawn Avenue Ext Resevoir  Bridgeport  CT,2 000 sqft,$419900,2062,,,https://www.trulia.com/p/ct/bridgeport/460-woodlawn-avenue-ext-bridgeport-ct-06606--2005435851
550 Brooks St Bridgeport  CT,3 382 sqft,$420000,2064,,,https://www.trulia.com/p/ct/bridgeport/550-brooks-st-bridgeport-ct-06608--2005445219
1015 Reservoir Ave Resevoir  Bridgeport  CT,2 000 sqft,$420000,2064,,,https://www.trulia.com/p/ct/bridgeport/1015-reservoir-ave-bridgeport-ct-06606--2545952256
1005 Reservoir Ave Resevoir  Bridgeport  CT,2 000 sqft,$425000,2087,,,https://www.trulia.com/p/ct/bridgeport/1005-reservoir-ave-bridgeport-ct-06606--2005425325
1478 North Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 053 sqft,$425000,2087,,,https://www.trulia.com/p/ct/bridgeport/1478-north-ave-bridgeport-ct-06604--1008512420
841 Hancock Ave West Side/ West End  Bridgeport  CT,3 128 sqft,$425000,2087,,,https://www.trulia.com/p/ct/bridgeport/841-hancock-ave-bridgeport-ct-06605--2005424874
180 Milne St Hollow  Bridgeport  CT,2 308 sqft,$425000,2087,,,https://www.trulia.com/p/ct/bridgeport/180-milne-st-bridgeport-ct-06604--1061611887
180 Milne St Hollow  Bridgeport  CT,2 308 sqft,$425000,2087,,,https://www.trulia.com/p/ct/bridgeport/180-milne-st-bridgeport-ct-06604--1061611887
400 Priscilla St Bridgeport  CT,2 350 sqft,$429000,2105,,,https://www.trulia.com/p/ct/bridgeport/400-priscilla-st-bridgeport-ct-06610--2005450502
1150 Hancock Ave West Side/ West End  Bridgeport  CT,2 688 sqft,$429000,2105,,,https://www.trulia.com/p/ct/bridgeport/1150-hancock-ave-bridgeport-ct-06605--2005420188
44 Worth St Hollow  Bridgeport  CT,7 722 sqft,$435000,2134,,,https://www.trulia.com/p/ct/bridgeport/44-worth-st-bridgeport-ct-06604--1063700648
44 Worth St Hollow  Bridgeport  CT,7 722 sqft,$435000,2134,,,https://www.trulia.com/p/ct/bridgeport/44-worth-st-bridgeport-ct-06604--1063700648
152 Longfellow Ave #152 Fairfield  CT,2 298 sqft,$379500,2134,,,https://www.trulia.com/p/ct/fairfield/152-longfellow-ave-152-fairfield-ct-06825--2190892725
643 Pearl Harbor St Mill Hill  Bridgeport  CT,2 926 sqft,$437500,2145,,,https://www.trulia.com/p/ct/bridgeport/643-pearl-harbor-st-bridgeport-ct-06610--2005451535
136 Beechwood Ave West Side/ West End  Bridgeport  CT,4 136 sqft,$439000,2153,,,https://www.trulia.com/p/ct/bridgeport/136-beechwood-ave-bridgeport-ct-06604--2005413484
810 Grand St Hollow  Bridgeport  CT,3 193 sqft,$439000,2153,,,https://www.trulia.com/p/ct/bridgeport/810-grand-st-bridgeport-ct-06604--2005419130
231 Wayne St Brooklawn/ St. Vincent's  Bridgeport  CT,2 962 sqft,$439000,2153,,,https://www.trulia.com/p/ct/bridgeport/231-wayne-st-bridgeport-ct-06606--2005430670
231 Wayne St Brooklawn/ St. Vincent's  Bridgeport  CT,2 962 sqft,$439000,2153,,,https://www.trulia.com/p/ct/bridgeport/231-wayne-st-bridgeport-ct-06606--2005430670
655 Tunxis Hill Rd Fairfield  CT,1 507 sqft,$439500,2155,,,https://www.trulia.com/p/ct/fairfield/655-tunxis-hill-rd-fairfield-ct-06825--2005690824
116 Paugusett Cir #116 Trumbull  CT,1 400 sqft,$364900,2177,,,https://www.trulia.com/p/ct/trumbull/116-paugusett-cir-116-trumbull-ct-06611--2190897672
193 Beechwood Ave West Side/ West End  Bridgeport  CT,3 709 sqft,$445000,2181,,,https://www.trulia.com/p/ct/bridgeport/193-beechwood-ave-bridgeport-ct-06604--2005414573
193 Beechwood Ave West Side/ West End  Bridgeport  CT,3 709 sqft,$445000,2181,,,https://www.trulia.com/p/ct/bridgeport/193-beechwood-ave-bridgeport-ct-06604--2005414573
115 Cleveland Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 041 sqft,$445000,2181,,,https://www.trulia.com/p/ct/bridgeport/115-cleveland-ave-bridgeport-ct-06606--2005426382
20 Walker Rd Trumbull  CT,1 842 sqft,$445000,2181,,,https://www.trulia.com/p/ct/trumbull/20-walker-rd-trumbull-ct-06611--1061876536
115 Cleveland Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 041 sqft,$445000,2181,,,https://www.trulia.com/p/ct/bridgeport/115-cleveland-ave-bridgeport-ct-06606--2005426382
110 Grenelle St North End  Bridgeport  CT,2 034 sqft,$449000,2201,,,https://www.trulia.com/p/ct/bridgeport/110-grenelle-st-bridgeport-ct-06606--2005426123
938 Connecticut Ave East End  Bridgeport  CT,3 344 sqft,$449000,2201,,,https://www.trulia.com/p/ct/bridgeport/938-connecticut-ave-bridgeport-ct-06607--2124833877
938 Connecticut Ave East End  Bridgeport  CT,3 344 sqft,$449000,2201,,,https://www.trulia.com/p/ct/bridgeport/938-connecticut-ave-bridgeport-ct-06607--2124833877
11 Anton Cir North End  Bridgeport  CT,1 837 sqft,$449900,2204,,,https://www.trulia.com/p/ct/bridgeport/11-anton-cir-bridgeport-ct-06606--2005426628
419 Lynne Pl Bridgeport  CT,2 074 sqft,$449900,2204,,,https://www.trulia.com/p/ct/bridgeport/419-lynne-pl-bridgeport-ct-06610--2005450615
985 Evers Street Ext Bridgeport  CT,2 013 sqft,$449900,2204,,,https://www.trulia.com/p/ct/bridgeport/985-evers-street-ext-bridgeport-ct-06610--2005452498
2076 Boston Ave Mill Hill  Bridgeport  CT,3 914 sqft,$449900,2204,,,https://www.trulia.com/p/ct/bridgeport/2076-boston-ave-bridgeport-ct-06610--2005448627
91 James St Hollow  Bridgeport  CT,5 480 sqft,$450000,2205,,,https://www.trulia.com/p/ct/bridgeport/91-james-st-bridgeport-ct-06604--2005419555
334 Norman St West Side/ West End  Bridgeport  CT,4 446 sqft,$450000,2205,,,https://www.trulia.com/p/ct/bridgeport/334-norman-st-bridgeport-ct-06605--2005422806
1668 Stratford Ave East End  Bridgeport  CT,5 600 sqft,$450000,2205,,,https://www.trulia.com/p/ct/bridgeport/1668-stratford-ave-bridgeport-ct-06607--2005441391
1847 Huntington Tpke Trumbull  CT,2 741 sqft,$450000,2205,,,https://www.trulia.com/p/ct/trumbull/1847-huntington-tpke-trumbull-ct-06611--2005456110
1668 Stratford Ave East End  Bridgeport  CT,5 600 sqft,$450000,2205,,,https://www.trulia.com/p/ct/bridgeport/1668-stratford-ave-bridgeport-ct-06607--2005441391
910 Lakeside Dr North End  Bridgeport  CT,2 208 sqft,$450000,2213,,,https://www.trulia.com/p/ct/bridgeport/910-lakeside-dr-bridgeport-ct-06606--1011467600
910 Lakeside Dr North End  Bridgeport  CT,2 208 sqft,$450000,2213,,,https://www.trulia.com/p/ct/bridgeport/910-lakeside-dr-bridgeport-ct-06606--1011467600
3200 Park Ave #7F1 North End  Bridgeport  CT,2 355 sqft,$249900,2217,,,https://www.trulia.com/p/ct/bridgeport/3200-park-ave-7f1-bridgeport-ct-06604--2005416842
603 Wayne St North End  Bridgeport  CT,2 997 sqft,$459900,2252,,,https://www.trulia.com/p/ct/bridgeport/603-wayne-st-bridgeport-ct-06606--2005437600
603 Wayne St North End  Bridgeport  CT,2 997 sqft,$459900,2252,,,https://www.trulia.com/p/ct/bridgeport/603-wayne-st-bridgeport-ct-06606--2005437600
1074 Valley Rd Fairfield  CT,1 626 sqft,$459900,2252,,,https://www.trulia.com/p/ct/fairfield/1074-valley-rd-fairfield-ct-06825--2005684346
1769 Park Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 350 sqft,$460000,2253,,,https://www.trulia.com/p/ct/bridgeport/1769-park-ave-bridgeport-ct-06604--2005414348
1769 Park Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 350 sqft,$460000,2253,,,https://www.trulia.com/p/ct/bridgeport/1769-park-ave-bridgeport-ct-06604--2005414348
351 Cambridge St North End  Bridgeport  CT,1 600 sqft,$465000,2276,,,https://www.trulia.com/p/ct/bridgeport/351-cambridge-st-bridgeport-ct-06606--2005433879
587 Capitol Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 839 sqft,$469000,2295,,,https://www.trulia.com/p/ct/bridgeport/587-capitol-ave-bridgeport-ct-06606--2005437390
587 Capitol Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 839 sqft,$469000,2295,,,https://www.trulia.com/p/ct/bridgeport/587-capitol-ave-bridgeport-ct-06606--2005437390
180 Loftus Cir North End  Bridgeport  CT,2 861 sqft,$469000,2295,,,https://www.trulia.com/p/ct/bridgeport/180-loftus-cir-bridgeport-ct-06606--1061611703
180 Loftus Cir North End  Bridgeport  CT,2 861 sqft,$469000,2295,,,https://www.trulia.com/p/ct/bridgeport/180-loftus-cir-bridgeport-ct-06606--1061611703
36 Brooklawn Ave Brooklawn/ St. Vincent's  Bridgeport  CT,4 467 sqft,$475000,2324,,,https://www.trulia.com/p/ct/bridgeport/36-brooklawn-ave-bridgeport-ct-06604--2005417366
36 Brooklawn Ave Brooklawn/ St. Vincent's  Bridgeport  CT,4 467 sqft,$475000,2324,,,https://www.trulia.com/p/ct/bridgeport/36-brooklawn-ave-bridgeport-ct-06604--2005417366
100 Stoehrs Pl North End  Bridgeport  CT,2 332 sqft,$480000,2347,,,https://www.trulia.com/p/ct/bridgeport/100-stoehrs-pl-bridgeport-ct-06606--2005425389
48 Rocky Hill Rd Trumbull  CT,2 132 sqft,$488000,2385,,,https://www.trulia.com/p/ct/trumbull/48-rocky-hill-rd-trumbull-ct-06611--2005461798
520 Midland St Black Rock  Bridgeport  CT,2 506 sqft,$489000,2390,,,https://www.trulia.com/p/ct/bridgeport/520-midland-st-bridgeport-ct-06605--2005423753
520 Midland St Black Rock  Bridgeport  CT,2 506 sqft,$489000,2390,,,https://www.trulia.com/p/ct/bridgeport/520-midland-st-bridgeport-ct-06605--2005423753
35 Beachview Ave Black Rock  Bridgeport  CT,1 978 sqft,$495000,2418,,,https://www.trulia.com/p/ct/bridgeport/35-beachview-ave-bridgeport-ct-06605--1012194549
35 Beachview Ave Black Rock  Bridgeport  CT,1 978 sqft,$495000,2418,,,https://www.trulia.com/p/ct/bridgeport/35-beachview-ave-bridgeport-ct-06605--1012194549
363 Catherine St Hollow  Bridgeport  CT,3 681 sqft,$499000,2437,,,https://www.trulia.com/p/ct/bridgeport/363-catherine-st-bridgeport-ct-06604--1063287337
363 Catherine St Hollow  Bridgeport  CT,3 681 sqft,$499000,2437,,,https://www.trulia.com/p/ct/bridgeport/363-catherine-st-bridgeport-ct-06604--1063287337
115-117 Harborview Ave Black Rock  Bridgeport  CT,2 451 sqft,$499900,2441,,,https://www.trulia.com/p/ct/bridgeport/115-117-harborview-ave-bridgeport-ct-06605--2546618418
160 Wade St Brooklawn/ St. Vincent's  Bridgeport  CT,3 150 sqft,$499900,2441,,,https://www.trulia.com/p/ct/bridgeport/160-wade-st-bridgeport-ct-06604--1011381416
1601 Huntington Tpke Trumbull  CT,1 976 sqft,$499900,2441,,,https://www.trulia.com/p/ct/trumbull/1601-huntington-tpke-trumbull-ct-06611--2005455475
564 Midland St Black Rock  Bridgeport  CT,4 828 sqft,$519000,2532,,,https://www.trulia.com/p/ct/bridgeport/564-midland-st-bridgeport-ct-06605--1064276155
564 Midland St Black Rock  Bridgeport  CT,4 828 sqft,$519000,2532,,,https://www.trulia.com/p/ct/bridgeport/564-midland-st-bridgeport-ct-06605--1064276155
454 Newfield Ave East End  Bridgeport  CT,7 698 sqft,$525000,2560,,,https://www.trulia.com/p/ct/bridgeport/454-newfield-ave-bridgeport-ct-06607--1016626347
101 Garfield Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 585 sqft,$529900,2583,,,https://www.trulia.com/p/ct/bridgeport/101-garfield-ave-bridgeport-ct-06606--2005425439
610 William St Bridgeport  CT,4 000 sqft,$530000,2583,,,https://www.trulia.com/p/ct/bridgeport/610-william-st-bridgeport-ct-06608--2005445413
101 Garfield Ave Brooklawn/ St. Vincent's  Bridgeport  CT,3 585 sqft,$529900,2583,,,https://www.trulia.com/p/ct/bridgeport/101-garfield-ave-bridgeport-ct-06606--2005425439
37 Seaview Ter Black Rock  Bridgeport  CT,3 196 sqft,$545000,2655,,,https://www.trulia.com/p/ct/bridgeport/37-seaview-ter-bridgeport-ct-06605--2005423106
37 Seaview Ter Black Rock  Bridgeport  CT,3 196 sqft,$545000,2655,,,https://www.trulia.com/p/ct/bridgeport/37-seaview-ter-bridgeport-ct-06605--2005423106
37 Seaview Ter Black Rock  Bridgeport  CT,3 196 sqft,$545000,2655,,,https://www.trulia.com/p/ct/bridgeport/37-seaview-ter-bridgeport-ct-06605--2005423106
4809 Madison Ave Trumbull  CT,3 467 sqft,$549500,2676,,,https://www.trulia.com/p/ct/trumbull/4809-madison-ave-trumbull-ct-06611--2005461704
150 Seabright Ave Black Rock  Bridgeport  CT,1 059 sqft,$559900,2725,,,https://www.trulia.com/p/ct/bridgeport/150-seabright-ave-bridgeport-ct-06605--2005420946
150 Seabright Ave Black Rock  Bridgeport  CT,1 059 sqft,$559900,2725,,,https://www.trulia.com/p/ct/bridgeport/150-seabright-ave-bridgeport-ct-06605--2005420946
150 Seabright Ave Black Rock  Bridgeport  CT,1 059 sqft,$559900,2725,,,https://www.trulia.com/p/ct/bridgeport/150-seabright-ave-bridgeport-ct-06605--2005420946
11 Century Dr Trumbull  CT,3 038 sqft,$469900,2740,,,https://www.trulia.com/p/ct/trumbull/11-century-dr-trumbull-ct-06611--2005453615
24 Marne Ave Fairfield  CT,1 956 sqft,$575000,2796,,,https://www.trulia.com/p/ct/fairfield/24-marne-ave-fairfield-ct-06825--2005687810
6 Old Dike Rd Trumbull  CT,3 850 sqft,$589000,2863,,,https://www.trulia.com/p/ct/trumbull/6-old-dike-rd-trumbull-ct-06611--2005464164
100 Ellsworth St Black Rock  Bridgeport  CT,2 692 sqft,$595000,2892,,,https://www.trulia.com/p/ct/bridgeport/100-ellsworth-st-bridgeport-ct-06605--2005419748
100 Ellsworth St Black Rock  Bridgeport  CT,2 692 sqft,$595000,2892,,,https://www.trulia.com/p/ct/bridgeport/100-ellsworth-st-bridgeport-ct-06605--2005419748
66 Polk St Resevoir  Bridgeport  CT,2 985 sqft,$600000,2915,,,https://www.trulia.com/p/ct/bridgeport/66-polk-st-bridgeport-ct-06606--2005438202
66 Polk St Resevoir  Bridgeport  CT,2 985 sqft,$600000,2915,,,https://www.trulia.com/p/ct/bridgeport/66-polk-st-bridgeport-ct-06606--2005438202
155 Linley Dr Fairfield  CT,1 815 sqft,$629900,3057,,,https://www.trulia.com/p/ct/fairfield/155-linley-dr-fairfield-ct-06825--2005686008
42 Mulberry St Trumbull  CT,4 396 sqft,$639900,3104,,,https://www.trulia.com/p/ct/trumbull/42-mulberry-st-trumbull-ct-06611--1043944163
690 Clinton Ave West Side/ West End  Bridgeport  CT,7 813 sqft,$640000,3104,,,https://www.trulia.com/p/ct/bridgeport/690-clinton-ave-bridgeport-ct-06604--2005418669
120 Midland St Black Rock  Bridgeport  CT,2 300 sqft,$649000,3147,,,https://www.trulia.com/p/ct/bridgeport/120-midland-st-bridgeport-ct-06605--2005420338
1365 E Main St Bridgeport  CT,5 909 sqft,$649000,3147,,,https://www.trulia.com/p/ct/bridgeport/1365-e-main-st-bridgeport-ct-06608--2088482649
899 Hancock Ave West Side/ West End  Bridgeport  CT,5 600 sqft,$675000,3270,,,https://www.trulia.com/p/ct/bridgeport/899-hancock-ave-bridgeport-ct-06605--2005425016
145 Jackman Ave Fairfield  CT,3 035 sqft,$679500,3291,,,https://www.trulia.com/p/ct/fairfield/145-jackman-ave-fairfield-ct-06825--2005685711
300 Balmforth St Black Rock  Bridgeport  CT,3 187 sqft,$689000,3337,,,https://www.trulia.com/p/ct/bridgeport/300-balmforth-st-bridgeport-ct-06605--2005422484
47 Folino Dr North End  Bridgeport  CT,2 528 sqft,$689900,3341,,,https://www.trulia.com/p/ct/bridgeport/47-folino-dr-bridgeport-ct-06606--2005436106
47 Folino Dr North End  Bridgeport  CT,2 528 sqft,$689900,3341,,,https://www.trulia.com/p/ct/bridgeport/47-folino-dr-bridgeport-ct-06606--2005436106
220 Maplewood Ave West Side/ West End  Bridgeport  CT,6 090 sqft,$720000,3483,,,https://www.trulia.com/p/ct/bridgeport/220-maplewood-ave-bridgeport-ct-06605--2005421826
790 Fairfield Woods Rd Fairfield  CT,3 391 sqft,$725000,3507,,,https://www.trulia.com/p/ct/fairfield/790-fairfield-woods-rd-fairfield-ct-06825--1018833082
419 Davidson St Black Rock  Bridgeport  CT,3 153 sqft,$729000,3526,,,https://www.trulia.com/p/ct/bridgeport/419-davidson-st-bridgeport-ct-06605--1006024896
419 Davidson St Black Rock  Bridgeport  CT,3 153 sqft,$729000,3526,,,https://www.trulia.com/p/ct/bridgeport/419-davidson-st-bridgeport-ct-06605--1006024896
77 Wakeman Rd Fairfield  CT,1 904 sqft,$749000,3620,,,https://www.trulia.com/p/ct/fairfield/77-wakeman-rd-fairfield-ct-06824--2005682693
524 Riverside Dr Fairfield  CT,1 410 sqft,$779000,3762,,,https://www.trulia.com/p/ct/fairfield/524-riverside-dr-fairfield-ct-06824--2005680845
159 Tahmore Dr Fairfield  CT,2 937 sqft,$799000,3890,,,https://www.trulia.com/p/ct/fairfield/159-tahmore-dr-fairfield-ct-06825--2005686098
271 Sailors Ln Black Rock  Bridgeport  CT,4 569 sqft,$899500,4333,,,https://www.trulia.com/p/ct/bridgeport/271-sailors-ln-bridgeport-ct-06605--2005422252
271 Sailors Ln Black Rock  Bridgeport  CT,4 569 sqft,$899500,4333,,,https://www.trulia.com/p/ct/bridgeport/271-sailors-ln-bridgeport-ct-06605--2005422252
543 Old Post Rd Fairfield  CT,3 560 sqft,$1095000,5258,,,https://www.trulia.com/p/ct/fairfield/543-old-post-rd-fairfield-ct-06824--2005681004
28 Twisted Oak Cir Trumbull  CT,6 638 sqft,$1100000,5340,,,https://www.trulia.com/p/ct/trumbull/28-twisted-oak-cir-trumbull-ct-06611--2200389608
